频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,匹配信息,匹配值,轮回相似度,输出顺序
Telearagua,http://45.173.198.59:8080/hls/nginx3.m3u8?tla=,网络源,https://i.imgur.com/jPzcb2S.png,1.417,待确认分组,h264,768x432,30.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.487,未排序
Telecentro,https://streamtv.intervenhosting.net:3161/live/telecentrolive.m3u8,网络源,https://i.imgur.com/QtRNfaj.png,2.434,待确认分组,h264,1280x720,30.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.5703,未排序
TV3CAT Originals (1080p),https://directes-tv-int.3catdirectes.cat/live-content/tvi-hls/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/TV3CAT.svg/512px-TV3CAT.svg.png,9.743,待标准化,h264,1920x1080,25.0,有音频,0.4948,未匹配,0.0,0.5547,未排序
Tv Prato,https://live.mariatvcdn.com/tvprato/2db0dd5674586686a867ec52c3aa8e06.sdp/index.m3u8,网络源,https://i.imgur.com/72mAJtf.png,1.068,待确认分组,h264,1920x1080,25.0,有音频,0.5104,模糊匹配（>90%）,100.0,0.5286,未排序
Tele Uno,http://tv.teleunotv.cr:1935/TVUNO/TVUNO/playlist.m3u8,网络源,https://i.imgur.com/eRwYxc2.png,1.646,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5417,模糊匹配（>90%）,100.0,0.5365,未排序
Travelxp Germany (720p),https://travelxp-travelxp-2-de.rakuten.wurl.tv/playlist.m3u8,网络源,,2.851,待标准化,h264,1280x720,29.97002997002997,有音频,0.5417,未匹配,0.0,0.5365,未排序
Tvc News,https://viamotionhsi.netplus.ch/live/eds/tvcnews/browser-HLS8/tvcnews.m3u8,网络源,https://i.imgur.com/jaSq18B.png,9.213,待确认分组,h264,720x576,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5104,未排序
Tv Marajoara,https://tv02.zas.media:1936/tvmarajoara/tvmarajoara/playlist.m3u8,网络源,https://i.imgur.com/9d9vBN7.png,4.35,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5469,模糊匹配（>90%）,100.0,0.5807,未排序
Tv Arta,https://gjirafa-video-live.gjirafa.net/gjvideo-live/mps-vgx-u9p-qv1/index.m3u8,网络源,https://i.imgur.com/MAhJkK9.png,4.172,待确认分组,h264,1280x720,25.0,有音频,0.5885,模糊匹配（>90%）,100.0,0.5677,未排序
Telehit Musica,http://190.61.55.34:2401/play/a06t/index.m3u8,网络源,https://i.imgur.com/CofYjWh.png,1.261,待确认分组,h264,1920x1080,30.0,有音频,0.4844,模糊匹配（>90%）,100.0,0.5365,未排序
Tv Vita,https://dash3.antik.sk/live/test_vita/playlist.m3u8,网络源,https://i.imgur.com/Cx1GLbo.png,2.112,待确认分组,h264,1280x720,50.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.4818,未排序
Totally Turtles,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d6792bd6be2998ad0ccce30/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc868b95-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b2ee5356-efd5-40b6-a90d-5e5fdd74abb1,网络源,,2.894,待确认分组,h264,426x240,30.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.6016,未排序
Telemajg,https://59d7d6f47d7fc.streamlock.net/telemajg/telemajg/playlist.m3u8,网络源,https://i.imgur.com/j5fnQ1h.png,3.323,待确认分组,h264,854x480,25.0,有音频,0.6458,模糊匹配（>90%）,100.0,0.5521,未排序
Tv Universal Ecuador,https://cdn.mycloudstream.io/hls/live/broadcast/uwcedjt2/index.m3u8,网络源,https://i.imgur.com/TIsk5zN.png,1.948,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5365,模糊匹配（>90%）,100.0,0.4375,未排序
Tfm,http://69.64.57.208/tfm/playlist.m3u8,网络源,https://i.imgur.com/TQWBlXn.png,1.035,待确认分组,h264,1280x720,50.0,有音频,0.4844,模糊匹配（>90%）,100.0,0.4974,未排序
Tv Asia,https://amg00206-amg00206c1-distrotv-us-6886.playouts.now.amagi.tv/24-25-6886.m3u8,网络源,https://i.imgur.com/a0BRhvr.png,3.841,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.526,模糊匹配（>90%）,100.0,0.5156,未排序
Tv Sur Canal 9,http://tv.ticosmedia.com:1935/TVSUR/TVSUR/playlist.m3u8,网络源,https://i.imgur.com/7HbISMV.png,1.966,待确认分组,h264,720x480,29.97002997002997,有音频,0.4948,模糊匹配（>90%）,100.0,0.5156,未排序
Telenovela ZDF,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5cb5d043a461406ffe3fb2de/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84af8ae5-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=2110f9dc-f7e7-417c-84ec-63f379b710b9,网络源,,2.067,待标准化,h264,426x240,30.0,有音频,0.5625,未匹配,0.0,0.4688,未排序
Telenord,https://617c5175c970b.streamlock.net:4444/previsoratv/live/playlist.m3u8,网络源,https://i.imgur.com/yqXORkt.png,1.399,待确认分组,h264,1280x720,25.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.4922,未排序
The Now Network,https://mediaprod1.nowcast.cc:5443/LiveApp/streams/anZPy7eaVWLyDMZB1697488814699.m3u8,网络源,https://i.imgur.com/Wp6d0F8.png,1.386,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5417,模糊匹配（>90%）,100.0,0.526,未排序
Tele One 16,https://648026e87a75e.streamlock.net/teleone/teleone/playlist.m3u8,网络源,https://i.postimg.cc/BbCgfcLb/teleone16.png,3.427,待确认分组,h264,1920x1080,25.0,有音频,0.5729,模糊匹配（>90%）,100.0,0.5417,未排序
The Amazing Race,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f21e8a6e2f12b000755afdb/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bfeb7-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1cb89093-75df-464f-ac48-c72627cb5c40,网络源,https://i.imgur.com/5yzPhRo.png,1.831,待确认分组,h264,426x240,30.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.4974,未排序
TV9 Marathi,https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9marlygv8h/liveabr/playlist.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_TV9_MARATHI/images/LOGO_HD/image.png,4.729,未分类,h264,640x360,25.0,有音频,0.5104,模糊匹配（>90%）,100.0,0.5026,未排序
Tele Uv,https://58fe359775f31.streamlock.net/tvuv/myStream/playlist.m3u8,网络源,https://i.imgur.com/8MdUH69.jpeg,1.77,待确认分组,h264,1280x720,30.0,有音频,0.0,模糊匹配（>90%）,100.0,0.0,未排序
The Ohio Channel (WVIZ DT-2),https://0888934ec1a5.us-east-1.playback.live-video.net/api/video/v1/us-east-1.289485033693.channel.Aeaac0ZpvcAZ.m3u8,网络源,https://i.imgur.com/WthgOWL.png,2.307,未分类,h264,284x160,30.0,有音频,0.526,未匹配,0.0,0.0,未排序
Trt Muzik,https://tv-trtmuzik.medya.trt.com.tr/master.m3u8,网络源,https://i.imgur.com/JgUzRH8.png,5.723,待确认分组,h264,2560x1440,25.0,有音频,0.5,模糊匹配（>90%）,93.33333333333333,0.4766,未排序
Toi Global,https://live.sli.ke/live/npnhm84gz9/master.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/npnhm84gz9.png,7.417,待确认分组,h264,,,有音频,0.5625,模糊匹配（>90%）,100.0,0.5391,未排序
Thedove Tv,https://thedovetv.bozztv.com/thedovetv/thedovetv/index.m3u8,网络源,https://i.imgur.com/ULtuRsj.png,6.048,待确认分组,h264,1280x720,30.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.5156,未排序
TMB TV,https://raw.githubusercontent.com/UzunMuhalefet/streams/refs/heads/main/myvideo-az/tmb-azerbaycan.m3u8,网络源,,2.871,待标准化,h264,1920x1080,25.0,有音频,0.5625,未匹配,0.0,0.526,未排序
The Pet Collective,https://the-pet-collective-international-es.samsung.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/yH7n2dF.png,2.611,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5417,模糊匹配（>90%）,100.0,0.5312,未排序
Telefides,https://s2.cwebtv.net:4433/telefides/telefides/playlist.m3u8,网络源,https://i.ibb.co/yn5M8dw/telefides-costa-rica.png,2.685,待确认分组,h264,1280x720,30.0,有音频,0.526,模糊匹配（>90%）,100.0,0.5703,未排序
The Breakfast Club on iHeartRadio (1080p),https://aegis-cloudfront-1.tubi.video/94121431-038e-4a12-9634-3978765cde03/playlist.m3u8,网络源,,2.832,待标准化,h264,1920x1080,29.97002997002997,有音频,0.4948,未匹配,0.0,0.5859,未排序
Trk Krug,http://cdn1.live-tv.od.ua:8081/krugod/krugod-abr/krugod/krugod/playlist.m3u8,网络源,https://i.imgur.com/CCxEt0w.png,2.318,待确认分组,h264,720x576,25.0,有音频,0.526,模糊匹配（>90%）,100.0,0.5625,未排序
Tele Louange,https://5790d294af2dc.streamlock.net/8124/8124/playlist.m3u8,网络源,https://i.imgur.com/DjnMUuL.png,1.685,待确认分组,h264,1920x1080,30.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.4714,未排序
Tv Brics Russian,https://rusbrics.mediacdn.ru/cdn/brics/russian/playlist.m3u8,网络源,https://i.imgur.com/vLpm8tN.png,3.877,待确认分组,h264,1920x1080,25.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.5964,未排序
Tv 1 Oberosterreich,https://streaming10.huberwebmedia.at/LiveApp/streams/238985177034727564068269_adaptive.m3u8,网络源,https://i.postimg.cc/Qx34YmYp/tv1oberosterreich.png,17.701,待确认分组,h264,1920x1080,50.0,有音频,0.5208,模糊匹配（>90%）,96.96969696969697,0.7188,未排序
Traditional Tv,http://83.103.149.75:8085/udp/239.30.0.9:4000,网络源,https://i.ibb.co/G5bNH48/Traditional-TV-HD.png,11.171,待确认分组,h264,1920x1080,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.5495,未排序
Timor Tv,http://122.248.43.242:1935/TIMORTV/_definst_/myStream/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/8/83/Logo_Timor_TV.png,2.24,待确认分组,h264,1920x1080,30.0,有音频,0.5,模糊匹配（>90%）,100.0,0.5833,未排序
Tribeca Channel,https://amg02507-giantpictures-tribeca-xumo-ey2b7.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/JCpFAll.png,4.207,待确认分组,h264,384x216,29.97002997002997,有音频,0.5417,模糊匹配（>90%）,100.0,0.5078,未排序
The Weather Network,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63da370e2e477400081cf8b6/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c7782-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=6b5c5f52-01b7-44d8-a06c-1f05f3169a75,网络源,https://i.imgur.com/V6ZUwUY.png,1.781,待确认分组,h264,426x240,30.0,有音频,0.5781,模糊匹配（>90%）,100.0,0.6094,未排序
Tv Sim Cachoeiro,https://5cf4a2c2512a2.streamlock.net/8104/8104/playlist.m3u8,网络源,https://i.imgur.com/t5oUK3C.png,2.784,待确认分组,h264,1280x720,29.97002997002997,有音频,0.4635,模糊匹配（>90%）,100.0,0.4583,未排序
Tropi Q 99.7 Fm,https://www.streaming507.net:19360/videotropiq/videotropiq.m3u8,网络源,https://i.imgur.com/5rPdHhb.png,2.448,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5104,模糊匹配（>90%）,100.0,0.5469,未排序
The Country Network,https://amg00600-amg00600c1-thecountrynetwork-us-5497.playouts.now.amagi.tv/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/en/d/dd/The_Country_Network_Logo.png,4.227,待确认分组,h264,426x240,29.97002997002997,有音频,0.5312,模糊匹配（>90%）,100.0,0.526,未排序
Tv Ujat,https://5e50264bd6766.streamlock.net/ujat/videoujat/playlist.m3u8,网络源,https://i.imgur.com/4demWOi.png,0.588,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5469,模糊匹配（>90%）,100.0,0.4818,未排序
Televizija 5,https://balkanmedia.dynu.net/hls/tv5web.m3u8,网络源,https://i.imgur.com/znpvJys.png,3.217,待确认分组,h264,640x360,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.612,未排序
Tv Florencia,https://cdn.streamhispanatv.net:3819/live/tvflorecialive.m3u8,网络源,https://i.imgur.com/jsbwnRb.png,1.706,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5781,模糊匹配（>90%）,100.0,0.4844,未排序
Turismo Rdtv,https://streamunoapp.com:3086/live/telemileniolive.m3u8,网络源,https://www.vivalivetv.com/public/files/shows/0/1/3800-294x165-FFFFFF.jpg,2.651,待确认分组,h264,1280x720,59.94005994005994,有音频,0.5469,模糊匹配（>90%）,100.0,0.4375,未排序
Tele Quattro,https://59d7d6f47d7fc.streamlock.net/telequattro/telequattro/playlist.m3u8,网络源,https://telequattro.medianordest.it/wp-content/uploads/2020/10/T4Logo120.png,3.204,待确认分组,h264,1920x1080,25.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.5312,未排序
Turistik Tv,https://cdn1.cef-technology.com/stream_web/turistik/playlist.m3u8,网络源,https://i.imgur.com/g9j0ze8.png,2.093,待确认分组,h264,1280x720,30.0,有音频,0.6042,模糊匹配（>90%）,100.0,0.5391,未排序
Trabzon Buyuksehir Belediyesi Tv,https://tv191.radyotelekom.com.tr:3612/stream/play.m3u8,网络源,https://tbbweb.tv/img/logo.png,3.251,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5208,模糊匹配（>90%）,100.0,0.4688,未排序
Trt 2,https://tv-trt2.medya.trt.com.tr/master.m3u8,网络源,https://i.imgur.com/iOCQdyD.png,4.147,待确认分组,h264,2560x1440,25.0,有音频,0.5052,模糊匹配（>90%）,100.0,0.4922,未排序
Telewizja Jaslo,https://cdn01.aztv.pl/live_tvjaslo/live_tvjaslo.stream/playlist.m3u8,网络源,https://i.imgur.com/nV2jQQP.png,3.825,待确认分组,h264,1280x720,25.0,有音频,0.5729,模糊匹配（>90%）,100.0,0.5443,未排序
The Johnny Carson Show (720p),https://aegis-cloudfront-1.tubi.video/475550ae-8708-46a5-a7c3-54acb3d91480/playlist.m3u8,网络源,https://i.imgur.com/KBTqpJ7.png,3.235,待标准化,h264,1920x1080,29.97002997002997,有音频,0.526,未匹配,0.0,0.5781,未排序
Tm Tv,https://hls.tmtv.live/hls/stream.m3u8,网络源,https://tmlive.tv/wp-content/uploads/2018/07/immigration-consultants-network-en-.png,2.455,待确认分组,h264,1280x720,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.4818,未排序
Tv Zagora,http://zagoratv.ddns.net:8080/tvzagora.m3u8,网络源,https://i.imgur.com/DvBboqe.png,1.961,待确认分组,h264,1920x1080,25.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.4427,未排序
Tv Difusora Leste,https://stream.amsolution.net.br:8443/live/60d0a8ea6b884/index.m3u8,网络源,https://i.imgur.com/hEd25Cr.png,2.842,待确认分组,h264,1280x720,30.0,有音频,0.599,模糊匹配（>90%）,100.0,0.5156,未排序
Telever,https://soportedvb.click:3413/live/televerlive.m3u8,网络源,https://imgur.com/ejKctXc.png,1.852,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5469,模糊匹配（>90%）,100.0,0.5052,未排序
TV One Crime & Justice,https://linear-593.frequency.stream/dist/xumo/593/hls/master/playlist.m3u8,网络源,,1.854,待标准化,h264,256x144,29.97002997002997,有音频,0.5729,未匹配,0.0,0.5547,未排序
Top Gear,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64c109735dc1660008a4a2dc/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b215b51-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=55fb26fd-5dba-40cd-a0b1-8de7d0f78acb,网络源,https://i.imgur.com/S6Su6QH.png,2.9,待确认分组,h264,426x240,30.0,有音频,0.4844,模糊匹配（>90%）,100.0,0.5234,未排序
Tv Aldeia,https://stmv1.samcast.com.br/giovane7843/giovane7843/playlist.m3u8,网络源,https://i.imgur.com/rsfnv4Z.png,4.106,待确认分组,h264,,24.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.4896,未排序
Top News,https://live.topnews.co.th/hls/topnews_a_720.m3u8,网络源,https://i.imgur.com/tRFnV9M.png,1.69,待确认分组,h264,1280x720,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.5312,未排序
Tu Tv,https://livestream.telvue.com/templeuni1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,网络源,https://i.imgur.com/At0BPeA.png,4.934,待确认分组,h264,416x234,29.97002997002997,有音频,0.5365,模糊匹配（>90%）,100.0,0.5651,未排序
Telemoldova +,https://vdo.ssl-stream.com:3247/stream/play.m3u8,网络源,https://i.imgur.com/8z0zLjw.jpeg,3.902,待确认分组,h264,1920x1080,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5052,未排序
Tv Cosmos,https://5790d294af2dc.streamlock.net/8134/8134/playlist.m3u8,网络源,https://i.imgur.com/nr4ctt4.png,1.556,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5156,模糊匹配（>90%）,100.0,0.5078,未排序
Tele Vida,https://fox.hostlagarto.com:8081/televida/tracks-v1a1/mono.m3u8,网络源,https://i.imgur.com/S8Zdn41.png,1.633,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.4948,模糊匹配（>90%）,100.0,0.5026,未排序
Telemax,https://stream-gtlc.telecentro.net.ar/hls/telemaxhls/main.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Telemax_Argentina_%282018%29.png/512px-Telemax_Argentina_%282018%29.png,4.182,待确认分组,h264,1920x1080,25.0,有音频,0.4896,模糊匹配（>90%）,100.0,0.4792,未排序
The Jack Hannah Channel,https://littonjackhannah-samsungca.amagi.tv/playlist.m3u8,网络源,,2.731,待标准化,h264,1920x1080,29.97002997002997,有音频,0.5885,未匹配,0.0,0.4844,未排序
TV2000,https://hls-live-tv2000.akamaized.net/hls/live/2028510/tv2000/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/it/thumb/0/0d/Logo_tv2000_2015.svg/512px-Logo_tv2000_2015.svg.png,6.72,待确认分组,h264,,,有音频,0.5104,模糊匹配（>90%）,100.0,0.4375,未排序
Tv Parana Turismo,http://200.189.113.201/hls/tve.m3u8,网络源,https://i.imgur.com/I6pKoBd.png,1.811,待确认分组,h264,1920x1080,60.0,有音频,0.5677,模糊匹配（>90%）,96.55172413793103,0.5312,未排序
The Walking Dead Universe,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62fa8176b9884200074ef5ae/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c4cd4-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ff963292-6aa2-4806-857d-39ad6f5f0e4a,网络源,https://i.imgur.com/IwJ5Pnc.png,2.828,待确认分组,h264,426x240,30.0,有音频,0.5104,模糊匹配（>90%）,100.0,0.5052,未排序
Tv Land Drama,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d40bebc5e3d2750a2239d7e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c9af3-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=5e762bb7-572b-4470-87fd-b3b4bb48462e,网络源,https://i.imgur.com/y1rXIAS.png,1.262,待确认分组,h264,426x240,30.0,有音频,0.474,模糊匹配（>90%）,100.0,0.6615,未排序
Telepace 1,https://jk3lz2bwlw79-hls-live.mariatvcdn.it/teleradiopace1/efcc8fc46cab26315ce3f5845d76008f.sdp/playlist.m3u8,网络源,https://i.imgur.com/TpdsPWG.png,2.443,待确认分组,h264,1920x1080,25.0,有音频,0.5208,模糊匹配（>90%）,100.0,0.4714,未排序
Tis Tv,https://cdn10.live-tv.cloud/riood/tisod-abr/riood/tisod720/playlist.m3u8,网络源,https://i.imgur.com/jDaoUt5.png,3.883,待确认分组,h264,1280x720,25.0,有音频,0.5052,模糊匹配（>90%）,100.0,0.5781,未排序
Teletur,https://fox.hostlagarto.com:8081/teleturtv/tracks-v1a1/mono.m3u8,网络源,https://i.imgur.com/Ig4gR93.png,1.555,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5208,模糊匹配（>90%）,100.0,0.5208,未排序
Tv Monaco,https://production-fast-mcrtv.content.okast.tv/channels/2116dc08-1959-465d-857f-3619daefb66b/b702b2b9-aebd-436c-be69-2118f56f3d86/master.m3u8,网络源,https://i.postimg.cc/3wfrndKv/tvmonaco.png,3.018,待确认分组,h264,640x360,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.4792,未排序
Tma,http://hls.tmacaraibes.com/live/index.m3u8,网络源,https://i.imgur.com/1iOAl2j.png,1.789,待确认分组,h264,1920x1080,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.4714,未排序
Tv Clube,https://5c483b9d1019c.streamlock.net/8186/8186/playlist.m3u8,网络源,https://i.imgur.com/CpXjcyE.png,1.888,待确认分组,h264,1280x720,30.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.5495,未排序
Tv Buzau,http://78.96.33.89:8080,网络源,https://i.imgur.com/GhFmUVO.png,6.34,待确认分组,vp8,720x576,1000.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5599,未排序
The Price Is Right,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64c2214c2a7f2200089a0c4b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c507a-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c93e6330-dc43-4864-ad74-9144287f8bbd,网络源,https://i.imgur.com/LuE8Wl4.png,2.003,待确认分组,h264,426x240,30.0,有音频,0.5781,模糊匹配（>90%）,100.0,0.487,未排序
Tv Sugd,https://live.teleradiocom.tj/14/3m.m3u8,网络源,https://i.imgur.com/YzkwTHb.png,7.242,待确认分组,h264,1920x1080,25.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.4479,未排序
The Pet Collective International (720p),https://the-pet-collective-international-au.samsung.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/yH7n2dF.png,2.716,待标准化,h264,1280x720,29.97002997002997,有音频,0.5521,未匹配,0.0,0.4557,未排序
Tortues Ninja Tv,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8ecc1b37867f00071469e9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e050351-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=8626ec32-5f10-4aef-bfdb-f5495f6d4ff1,网络源,https://i.imgur.com/d2ACbkV.png,4.312,待确认分组,h264,426x240,30.0,有音频,0.5781,模糊匹配（>90%）,100.0,0.5443,未排序
Thendral Tv,https://live.thendralcloud.in/thendraltv/d0dbe915091d400bd8ee7f27f0791303.sdp/chunks.m3u8,网络源,https://i.imgur.com/kQK80gB.png,2.101,待确认分组,h264,1280x720,25.0,有音频,0.5,模糊匹配（>90%）,100.0,0.5573,未排序
Trek HD (1080p),https://viamotionhsi.netplus.ch/live/eds/escales/browser-HLS8/escales.m3u8,网络源,https://i.imgur.com/TcF53W4.png,10.422,待标准化,h264,1280x720,50.0,有音频,0.5104,未匹配,0.0,0.5443,未排序
TV Lobo Durango (720p),https://5ca9af4645e15.streamlock.net/lobodurango/videolobodurango/playlist.m3u8,网络源,https://i.imgur.com/q9p1Spj.png,0.58,待标准化,h264,1280x720,30.48780487804878,有音频,0.5156,未匹配,0.0,0.5495,未排序
Top Gear,https://aegis-cloudfront-1.tubi.video/33ccaca5-a666-4b28-8578-55a9ab9f06d5/playlist.m3u8,网络源,,4.284,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.599,模糊匹配（>90%）,100.0,0.5599,未排序
TV3V,https://tv3v.live-kd.com/live/tv3v/livestream/index.m3u8,网络源,https://i.ibb.co/X2yd0zL/logo-tv3v.jpg,4.143,待确认分组,h264,1280x720,25.0,有音频,0.526,模糊匹配（>90%）,100.0,0.487,未排序
Tevex,https://v4.tustreaming.cl/tevexinter/index.m3u8,网络源,https://i.imgur.com/FnInQRd.png,1.562,待确认分组,h264,1280x720,30.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.513,未排序
Tmz,https://aegis-cloudfront-1.tubi.video/57c1fa3c-566b-4998-b6de-d6de67031d99/index.m3u8,网络源,https://i.imgur.com/eLIe7Va.png,5.091,待确认分组,h264,1024x576,29.97002997002997,有音频,0.5833,模糊匹配（>90%）,100.0,0.5495,未排序
Trece,http://176.65.146.237:8401/play/a0a9/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Trece.svg/512px-Trece.svg.png,2.227,待确认分组,h264,1920x1080,25.0,有音频,0.5,模糊匹配（>90%）,100.0,0.4635,未排序
The Carol Burnett Show,https://aegis-cloudfront-1.tubi.video/e17b8de5-e8b7-415a-8377-5707a2f9a727/playlist.m3u8,网络源,https://i.imgur.com/1a03FlX.png,3.932,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.6302,模糊匹配（>90%）,100.0,0.638,未排序
Telekriti,https://neon.streams.gr:8081/telekriti/index.m3u8,网络源,https://telekriti.com/wp-content/uploads/2023/08/NEW-LOGO-7c-300x50.png,4.823,待确认分组,h264,1280x720,50.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.4505,未排序
Ton Tv,https://live.artidijitalmedya.com/artidijital_tontv/tontv/playlist.m3u8,网络源,https://i.imgur.com/f0Soeob.png,9.167,待确认分组,h264,1920x1080,25.0,有音频,0.6406,模糊匹配（>90%）,100.0,0.5938,未排序
Tv Oberfranken,https://tvoberfranken.iptv-playoutcenter.de/tvoberfranken/tvoberfranken.stream_1/playlist.m3u8,网络源,https://i.imgur.com/tjD9fX2.png,3.828,待确认分组,h264,1920x1080,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.5208,未排序
