频道名,地址,跳过原因
[VGA]中天综合台,https://t.freetv.fun/live/zhong-tian-zong-he-tai.ts,重复URL
[VGA]中天综合h265,https://t.freetv.fun/live/zhong-tian-zong-he-h265.ts,重复URL
[VGA]中天综合台,https://t.freetv.fun/live/zhong-tian-zong-he-tai-1.ts,重复URL
[VGA]中天综合h265,https://t.freetv.fun/live/zhong-tian-zong-he-h265-1.ts,重复URL
[SD]中天综合 *b,https://t.freetv.fun/live/zhong-tian-zong-he-b.m3u8,重复URL
[VGA]中天綜合 *ee,https://t.freetv.fun/live/zhong-tian-zong-he-ee.php,重复URL
[VGA]中天综合,https://t.freetv.fun/live/zhong-tian-zong-he-2.php,重复URL
[HD]中视,rtmp://f13h.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[VGA]中视,rtmp://9wv7.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[VGA]中视 hd,https://t.freetv.fun/live/zhong-shi-hd-1.flv,重复URL
[VGA]中視,rtmp://9sv2.mine.nu:1935/sat/tv091,无效URL（非 http/https/rtsp 开头）
[BD]中視,rtmp://9sv2.mine.nu:1935/sat/tv091,无效URL（非 http/https/rtsp 开头）
[BD]中視,rtmp://f13h.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[SD]中视频道,rtmp://f13h.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[VGA]中视频道,https://t.freetv.fun/live/zhong-shi-pin-dao-1.m3u8,重复URL
[BD]中視,https://t.freetv.fun/live/zhong-shi-4-1.php,重复URL
[BD]中视,https://t.freetv.fun/live/zhong-shi-5.php,重复URL
[VGA]中視hd,rtmp://219.80.97.77/sat/tv091,无效URL（非 http/https/rtsp 开头）
[BD]中視,https://t.freetv.fun/live/zhong-shi-6.m3u8,重复URL
[BD]中視,https://t.freetv.fun/live/zhong-shi-16.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-19.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-20.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-21.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-22.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-23.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-24.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-25.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-26.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-27.m3u8,重复URL
[VGA]中視,https://t.freetv.fun/live/zhong-shi-28.m3u8,重复URL
[VGA]中視 *ee,https://t.freetv.fun/live/zhong-shi-ee.php,重复URL
[BD]中視,https://t.freetv.fun/live/zhong-shi-29.m3u8,重复URL
[VGA]中視sd360,https://t.freetv.fun/live/zhong-shi-sd360.m3u8,重复URL
[BD]中视,https://t.freetv.fun/live/zhong-shi-2-1.m3u8,重复URL
[BD]中视,https://t.freetv.fun/live/zhong-shi-3-1.m3u8,重复URL
[HD]中视,rtmp://f13h.mine.nu:1935/sat/tv091,无效URL（非 http/https/rtsp 开头）
[BD]中视,https://t.freetv.fun/live/zhong-shi-5-1.ts,重复URL
[SD]中视 *b,https://t.freetv.fun/live/zhong-shi-b.m3u8,重复URL
[VGA]中视,https://t.freetv.fun/live/zhong-shi-6-1.m3u8,重复URL
[VGA]中视,https://t.freetv.fun/live/zhong-shi-7.php,重复URL
[VGA]中视,https://t.freetv.fun/live/zhong-shi-8.php,重复URL
[VGA]中视,https://t.freetv.fun/live/zhong-shi-9.php,重复URL
[SD]中视 *28,https://t.freetv.fun/live/zhong-shi-28-1.m3u8,重复URL
[BD]中视 *a,https://t.freetv.fun/live/zhong-shi-a.m3u8,重复URL
[VGA]中视新闻,https://t.freetv.fun/live/zhong-shi-xin-wen-4.m3u8,重复URL
[VGA]中视新闻,https://t.freetv.fun/live/zhong-shi-xin-wen-1.m3u8,重复URL
[VGA]中视新闻,https://t.freetv.fun/live/zhong-shi-xin-wen-4.m3u8,重复URL
[VGA]中视新闻,https://t.freetv.fun/live/zhong-shi-xin-wen-4.php,重复URL
[VGA]中视新闻 fhd,https://t.freetv.fun/live/zhong-shi-xin-wen-fhd.flv,重复URL
[VGA]中視新聞 *ee,https://t.freetv.fun/live/zhong-shi-xin-wen-ee.php,重复URL
[BD]中视新闻,https://t.freetv.fun/live/zhong-shi-xin-wen-4.m3u8,重复URL
[VGA]中视新闻台,https://t.freetv.fun/live/zhong-shi-xin-wen-tai.ts,重复URL
[VGA]中视新闻台,https://t.freetv.fun/live/zhong-shi-xin-wen-tai-1.ts,重复URL
[BD]中视新闻 *a,https://t.freetv.fun/live/zhong-shi-xin-wen-a.m3u8,重复URL
[BD]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-5.m3u8,重复URL
[VGA]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-10.m3u8,重复URL
[VGA]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-11.m3u8,重复URL
[VGA]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-12.m3u8,重复URL
[VGA]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-13.m3u8,重复URL
[VGA]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-14.m3u8,重复URL
[VGA]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-15.m3u8,重复URL
[VGA]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-16.m3u8,重复URL
[BD]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-17.php,重复URL
[VGA]中视经典,https://t.freetv.fun/live/zhong-shi-jing-dian-1.m3u8,重复URL
[BD]中视经典,https://t.freetv.fun/live/zhong-shi-jing-dian-1.m3u8,重复URL
[VGA]中视经典,https://t.freetv.fun/live/zhong-shi-jing-dian-2.php,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-8.m3u8,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-9.m3u8,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-10.m3u8,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-11.m3u8,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-12.m3u8,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-13.m3u8,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-14.m3u8,重复URL
[VGA]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-15.m3u8,重复URL
[VGA]中视经典台,https://t.freetv.fun/live/zhong-shi-jing-dian-tai.ts,重复URL
[VGA]中视经典台,https://t.freetv.fun/live/zhong-shi-jing-dian-tai-1.ts,重复URL
[BD]中视经典 *q,https://t.freetv.fun/live/zhong-shi-jing-dian-q.m3u8,重复URL
[BD]中视菁采,https://t.freetv.fun/live/zhong-shi-jing-cai.m3u8,重复URL
[VGA]中視菁采,https://t.freetv.fun/live/zhong-shi-jing-cai-10.m3u8,重复URL
[VGA]中視菁采,https://t.freetv.fun/live/zhong-shi-jing-cai-11.m3u8,重复URL
[VGA]中視菁采,https://t.freetv.fun/live/zhong-shi-jing-cai-12.m3u8,重复URL
[VGA]中視菁采,https://t.freetv.fun/live/zhong-shi-jing-cai-13.m3u8,重复URL
[VGA]中視菁采,https://t.freetv.fun/live/zhong-shi-jing-cai-14.m3u8,重复URL
[VGA]中視菁采,https://t.freetv.fun/live/zhong-shi-jing-cai-15.m3u8,重复URL
[VGA]中视菁采台,https://t.freetv.fun/live/zhong-shi-jing-cai-tai.ts,重复URL
[VGA]中视菁采台,https://t.freetv.fun/live/zhong-shi-jing-cai-tai-1.ts,重复URL
[BD]中视菁采 *a,https://t.freetv.fun/live/zhong-shi-jing-cai-a.m3u8,重复URL
[VGA]亚洲旅游,https://t.freetv.fun/live/ya-zhou-lu-you-2.m3u8,重复URL
[VGA]亚洲旅游,https://t.freetv.fun/live/ya-zhou-lu-you-1.m3u8,重复URL
[VGA]亚洲旅游台 hd,https://t.freetv.fun/live/ya-zhou-lu-you-tai-hd.flv,重复URL
[BD]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-3.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-16.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-17.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-18.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-19.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-20.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-21.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-22.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-23.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-24.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-25.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-26.m3u8,重复URL
[VGA]亞洲旅遊,https://t.freetv.fun/live/ya-zhou-lu-you-27.m3u8,重复URL
[BD]亚洲旅游,https://t.freetv.fun/live/ya-zhou-lu-you-2.php,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-6.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-6.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-2-1.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-3-1.m3u,重复URL
[BD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-6.m3u8,重复URL
[BD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-6.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-6.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-1-1.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-2-1.m3u,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-3-1.m3u,重复URL
[VGA]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-4-1.m3u8,重复URL
[VGA]人間衛視,https://t.freetv.fun/live/ren-jian-wei-shi-7.m3u8,重复URL
[VGA]人間衛視,https://t.freetv.fun/live/ren-jian-wei-shi-8.m3u8,重复URL
[VGA]人間衛視,https://t.freetv.fun/live/ren-jian-wei-shi-9.m3u8,重复URL
[VGA]信吉电视台,https://t.freetv.fun/live/xin-ji-dian-shi-tai.m3u8,重复URL
[VGA]信吉,https://t.freetv.fun/live/xin-ji.flv,重复URL
[VGA]信吉卫视,https://t.freetv.fun/live/xin-ji-wei-shi.php,重复URL
[VGA]信吉电视,https://t.freetv.fun/live/xin-ji-dian-shi.php,重复URL
[VGA]八大娱乐,https://t.freetv.fun/live/ba-da-yu-le.php,重复URL
[VGA]八大娱乐台,https://t.freetv.fun/live/ba-da-yu-le-tai.ts,重复URL
[VGA]八大娱乐台,https://t.freetv.fun/live/ba-da-yu-le-tai-1.ts,重复URL
[VGA]八大戏剧台,https://t.freetv.fun/live/ba-da-xi-ju-tai.ts,重复URL
[VGA]八大戏剧h265,https://t.freetv.fun/live/ba-da-xi-ju-h265.ts,重复URL
[VGA]八大戏剧台,https://t.freetv.fun/live/ba-da-xi-ju-tai-1.ts,重复URL
[VGA]八大戏剧h265,https://t.freetv.fun/live/ba-da-xi-ju-h265-1.ts,重复URL
[SD]八大第1 *b,https://t.freetv.fun/live/ba-da-di-1-b.m3u8,重复URL
[BD]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-7.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-8.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-9.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-10.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-11.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-12.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-13.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-14.m3u8,重复URL
[VGA]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-15.m3u8,重复URL
[VGA]八大精彩台,https://t.freetv.fun/live/ba-da-jing-cai-tai.ts,重复URL
[VGA]八大精彩台,https://t.freetv.fun/live/ba-da-jing-cai-tai-1.ts,重复URL
[BD]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai-16.php,重复URL
[VGA]八大综合台,https://t.freetv.fun/live/ba-da-zong-he-tai-1.flv,重复URL
[VGA]八大综合,https://t.freetv.fun/live/ba-da-zong-he.php,重复URL
[VGA]八大综合台,https://t.freetv.fun/live/ba-da-zong-he-tai-1.ts,重复URL
[VGA]八大综合h265,https://t.freetv.fun/live/ba-da-zong-he-h265.ts,重复URL
[VGA]八大综合台,https://t.freetv.fun/live/ba-da-zong-he-tai-1-1.ts,重复URL
[VGA]八大综合h265,https://t.freetv.fun/live/ba-da-zong-he-h265-1.ts,重复URL
[SD]八大综合 *b,https://t.freetv.fun/live/ba-da-zong-he-b.m3u8,重复URL
[VGA]八大综艺,https://t.freetv.fun/live/ba-da-zong-yi.php,重复URL
[BD]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-1.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-8.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-9.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-10.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-11.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-12.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-13.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-14.m3u8,重复URL
[VGA]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-15.m3u8,重复URL
[VGA]八大综艺台,https://t.freetv.fun/live/ba-da-zong-yi-tai.ts,重复URL
[VGA]八大综艺台,https://t.freetv.fun/live/ba-da-zong-yi-tai-1.ts,重复URL
[BD]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-16.php,重复URL
[VGA]公视 hd,https://t.freetv.fun/live/gong-shi-hd.flv,重复URL
[VGA]公视,https://t.freetv.fun/live/gong-shi-1.php,重复URL
[SD]公视 *b,https://t.freetv.fun/live/gong-shi-b.m3u8,重复URL
[BD]公视 *28,https://t.freetv.fun/live/gong-shi-28.m3u8,重复URL
[BD]公视 *a,https://t.freetv.fun/live/gong-shi-a.m3u8,重复URL
[VGA]公视3,https://t.freetv.fun/live/gong-shi-3-1.php,重复URL
[VGA]公视3,https://t.freetv.fun/live/gong-shi-3-1.ts,重复URL
[VGA]公视3,https://t.freetv.fun/live/gong-shi-3-1-1.ts,重复URL
[BD]公视,https://t.freetv.fun/live/gong-shi-1.m3u8,重复URL
[BD]公视,https://t.freetv.fun/live/gong-shi-2.ts,重复URL
[BD]小公视,https://t.freetv.fun/live/xiao-gong-shi.m3u8,重复URL
[VGA]公视,https://t.freetv.fun/live/gong-shi-3-2.php,重复URL
[BD]ptsxs小公視1080,https://t.freetv.fun/live/ptsxsxiao-gong-shi-1080.m3u8,重复URL
[HD]ptsxs小公視720,https://t.freetv.fun/live/ptsxsxiao-gong-shi-720.m3u8,重复URL
[VGA]ptsxs小公視360,https://t.freetv.fun/live/ptsxsxiao-gong-shi-360.m3u8,重复URL
[BD]公视戏剧,https://t.freetv.fun/live/gong-shi-xi-ju.m3u8,重复URL
[BD]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-1.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-8.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-9.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-10.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-11.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-12.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-13.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-14.m3u8,重复URL
[VGA]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-15.m3u8,重复URL
[BD]公視戲劇,https://t.freetv.fun/live/gong-shi-xi-ju-16.php,重复URL
[VGA]公视台语,https://t.freetv.fun/live/gong-shi-tai-yu-1.php,重复URL
[BD]公视台语,https://t.freetv.fun/live/gong-shi-tai-yu-1.m3u8,重复URL
[VGA]公視台語,https://t.freetv.fun/live/gong-shi-tai-yu-2.m3u8,重复URL
[VGA]公视台语,https://t.freetv.fun/live/gong-shi-tai-yu-1-1.m3u8,重复URL
[BD]公视台语 *a,https://t.freetv.fun/live/gong-shi-tai-yu-a.m3u8,重复URL
[BD]创世电视,https://t.freetv.fun/live/chuang-shi-dian-shi-1.m3u8,重复URL
[VGA]十方法界,https://t.freetv.fun/live/shi-fang-fa-jie.ts,重复URL
[VGA]十方法界,https://t.freetv.fun/live/shi-fang-fa-jie-1.ts,重复URL
[VGA]博斯无限,https://t.freetv.fun/live/bo-si-wu-xian.php,重复URL
[BD]博斯無限二,https://t.freetv.fun/live/bo-si-wu-xian-er.m3u8,重复URL
[BD]博斯無限,https://t.freetv.fun/live/bo-si-wu-xian-2.m3u8,重复URL
[VGA]博斯無限ii,https://t.freetv.fun/live/bo-si-wu-xian-ii-3.m3u8,重复URL
[VGA]博斯無限i,https://t.freetv.fun/live/bo-si-wu-xian-i-3.m3u8,重复URL
[VGA]博斯無限i,https://t.freetv.fun/live/bo-si-wu-xian-i-4.m3u8,重复URL
[VGA]博斯無限ii,https://t.freetv.fun/live/bo-si-wu-xian-ii-4.m3u8,重复URL
[VGA]博斯無限ii,https://t.freetv.fun/live/bo-si-wu-xian-ii-5.m3u8,重复URL
[VGA]博斯無限i,https://t.freetv.fun/live/bo-si-wu-xian-i-5.m3u8,重复URL
[VGA]博斯無限ii,https://t.freetv.fun/live/bo-si-wu-xian-ii-6.m3u8,重复URL
[VGA]博斯無限i,https://t.freetv.fun/live/bo-si-wu-xian-i-6.m3u8,重复URL
[VGA]博斯無限ii,https://t.freetv.fun/live/bo-si-wu-xian-ii-7.m3u8,重复URL
[VGA]博斯無限i,https://t.freetv.fun/live/bo-si-wu-xian-i-7.m3u8,重复URL
[VGA]博斯无限1台,https://t.freetv.fun/live/bo-si-wu-xian-1tai.ts,重复URL
[VGA]博斯无限1台,https://t.freetv.fun/live/bo-si-wu-xian-1tai-1.ts,重复URL
[VGA]博斯無限,https://t.freetv.fun/live/bo-si-wu-xian-1-1.php,重复URL
[VGA]博斯無限,https://t.freetv.fun/live/bo-si-wu-xian-2-1.m3u8,重复URL
[VGA]博斯无限2 hd,https://t.freetv.fun/live/bo-si-wu-xian-2-hd.flv,重复URL
[VGA]博斯无限2台,https://t.freetv.fun/live/bo-si-wu-xian-2tai.ts,重复URL
[VGA]博斯无限2台,https://t.freetv.fun/live/bo-si-wu-xian-2tai-1.ts,重复URL
[VGA]博斯网球 hd,https://t.freetv.fun/live/bo-si-wang-qiu-hd.flv,重复URL
[VGA]博斯网球,https://t.freetv.fun/live/bo-si-wang-qiu.php,重复URL
[HD]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-2.m3u8,重复URL
[HD]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-1-1.m3u8,重复URL
[VGA]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-3.m3u8,重复URL
[VGA]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-4.m3u8,重复URL
[VGA]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-5.m3u8,重复URL
[VGA]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-6.m3u8,重复URL
[VGA]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-7.m3u8,重复URL
[VGA]博斯网球台,https://t.freetv.fun/live/bo-si-wang-qiu-tai.ts,重复URL
[VGA]博斯网球台,https://t.freetv.fun/live/bo-si-wang-qiu-tai-1.ts,重复URL
[BD]博斯網球,https://t.freetv.fun/live/bo-si-wang-qiu-8.m3u8,重复URL
[BD]博斯運動二,https://t.freetv.fun/live/bo-si-yun-dong-er.m3u8,重复URL
[BD]博斯運動一,https://t.freetv.fun/live/bo-si-yun-dong-yi.m3u8,重复URL
[VGA]博斯運動i,https://t.freetv.fun/live/bo-si-yun-dong-i-3.m3u8,重复URL
[VGA]博斯運動ii,https://t.freetv.fun/live/bo-si-yun-dong-ii-3.m3u8,重复URL
[VGA]博斯運動i,https://t.freetv.fun/live/bo-si-yun-dong-i-4.m3u8,重复URL
[VGA]博斯運動ii,https://t.freetv.fun/live/bo-si-yun-dong-ii-4.m3u8,重复URL
[VGA]博斯運動i,https://t.freetv.fun/live/bo-si-yun-dong-i-5.m3u8,重复URL
[VGA]博斯運動ii,https://t.freetv.fun/live/bo-si-yun-dong-ii-5.m3u8,重复URL
[VGA]博斯運動i,https://t.freetv.fun/live/bo-si-yun-dong-i-6.m3u8,重复URL
[VGA]博斯運動ii,https://t.freetv.fun/live/bo-si-yun-dong-ii-6.m3u8,重复URL
[VGA]博斯運動i,https://t.freetv.fun/live/bo-si-yun-dong-i-7.m3u8,重复URL
[VGA]博斯運動ii,https://t.freetv.fun/live/bo-si-yun-dong-ii-7.m3u8,重复URL
[VGA]博斯运动1台,https://t.freetv.fun/live/bo-si-yun-dong-1tai.ts,重复URL
[VGA]博斯运动1台,https://t.freetv.fun/live/bo-si-yun-dong-1tai-1.ts,重复URL
[VGA]博斯运动壹斯,https://t.freetv.fun/live/bo-si-yun-dong-yi-si.m3u8,重复URL
[VGA]博斯运动贰斯,https://t.freetv.fun/live/bo-si-yun-dong-er-si.m3u8,重复URL
[VGA]博斯運動ⅱ,https://t.freetv.fun/live/bo-si-yun-dong-ii.php,重复URL
[VGA]博斯運動二,https://t.freetv.fun/live/bo-si-yun-dong-er-1.m3u8,重复URL
[VGA]博斯运动2 hd,https://t.freetv.fun/live/bo-si-yun-dong-2-hd.flv,重复URL
[VGA]博斯运动-2,https://t.freetv.fun/live/bo-si-yun-dong-2.php,重复URL
[VGA]博斯运动2台,https://t.freetv.fun/live/bo-si-yun-dong-2tai.ts,重复URL
[VGA]博斯运动2台,https://t.freetv.fun/live/bo-si-yun-dong-2tai-1.ts,重复URL
[VGA]博斯高球1 hd,https://t.freetv.fun/live/bo-si-gao-qiu-1-hd.flv,重复URL
[BD]博斯高球,https://t.freetv.fun/live/bo-si-gao-qiu.m3u8,重复URL
[BD]博斯高球二,https://t.freetv.fun/live/bo-si-gao-qiu-er.m3u8,重复URL
[VGA]博斯高球i,https://t.freetv.fun/live/bo-si-gao-qiu-i-3.m3u8,重复URL
[VGA]博斯高球ii,https://t.freetv.fun/live/bo-si-gao-qiu-ii-3.m3u8,重复URL
[VGA]博斯高球i,https://t.freetv.fun/live/bo-si-gao-qiu-i-4.m3u8,重复URL
[VGA]博斯高球ii,https://t.freetv.fun/live/bo-si-gao-qiu-ii-4.m3u8,重复URL
[VGA]博斯高球i,https://t.freetv.fun/live/bo-si-gao-qiu-i-5.m3u8,重复URL
[VGA]博斯高球ii,https://t.freetv.fun/live/bo-si-gao-qiu-ii-5.m3u8,重复URL
[VGA]博斯高球i,https://t.freetv.fun/live/bo-si-gao-qiu-i-6.m3u8,重复URL
[VGA]博斯高球ii,https://t.freetv.fun/live/bo-si-gao-qiu-ii-6.m3u8,重复URL
[VGA]博斯高球i,https://t.freetv.fun/live/bo-si-gao-qiu-i-7.m3u8,重复URL
[VGA]博斯高球ii,https://t.freetv.fun/live/bo-si-gao-qiu-ii-7.m3u8,重复URL
[VGA]博斯高球贰斯,https://t.freetv.fun/live/bo-si-gao-qiu-er-si.m3u8,重复URL
[VGA]博斯高球1台,https://t.freetv.fun/live/bo-si-gao-qiu-1tai.ts,重复URL
[VGA]博斯高球1台,https://t.freetv.fun/live/bo-si-gao-qiu-1tai-1.ts,重复URL
[VGA]博斯高球壹斯,https://t.freetv.fun/live/bo-si-gao-qiu-yi-si.m3u8,重复URL
[VGA]博斯高球二,https://t.freetv.fun/live/bo-si-gao-qiu-er-1.m3u8,重复URL
[VGA]博斯高球,https://t.freetv.fun/live/bo-si-gao-qiu-1-1.m3u8,重复URL
[VGA]博斯高球2 hd,https://t.freetv.fun/live/bo-si-gao-qiu-2-hd.flv,重复URL
[VGA]博斯高球-2,https://t.freetv.fun/live/bo-si-gao-qiu-2.php,重复URL
[VGA]搏斯高球2,https://t.freetv.fun/live/bo-si-gao-qiu-2-1.php,重复URL
[VGA]博斯高球2台,https://t.freetv.fun/live/bo-si-gao-qiu-2tai.ts,重复URL
[VGA]博斯高球2台,https://t.freetv.fun/live/bo-si-gao-qiu-2tai-1.ts,重复URL
[VGA]博斯魅力,https://t.freetv.fun/live/bo-si-mei-li-1.php,重复URL
[BD]博斯魅力,https://t.freetv.fun/live/bo-si-mei-li-1.m3u8,重复URL
[VGA]博斯魅力,https://t.freetv.fun/live/bo-si-mei-li-3.m3u8,重复URL
[VGA]博斯魅力,https://t.freetv.fun/live/bo-si-mei-li-4.m3u8,重复URL
[VGA]博斯魅力,https://t.freetv.fun/live/bo-si-mei-li-5.m3u8,重复URL
[VGA]博斯魅力,https://t.freetv.fun/live/bo-si-mei-li-6.m3u8,重复URL
[VGA]博斯魅力,https://t.freetv.fun/live/bo-si-mei-li-7.m3u8,重复URL
[VGA]博斯魅力台,https://t.freetv.fun/live/bo-si-mei-li-tai.ts,重复URL
[VGA]博斯魅力台,https://t.freetv.fun/live/bo-si-mei-li-tai-1.ts,重复URL
[VGA]原住民族電視,https://t.freetv.fun/live/yuan-zhu-min-zu-dian-shi-5.m3u8,重复URL
[VGA]原住民族電視,https://t.freetv.fun/live/yuan-zhu-min-zu-dian-shi-6.m3u8,重复URL
[VGA]原住民族電視,https://t.freetv.fun/live/yuan-zhu-min-zu-dian-shi-7.m3u8,重复URL
[VGA]原住民族电视台,https://t.freetv.fun/live/yuan-zhu-min-zu-dian-shi-tai.ts,重复URL
[VGA]原住民族电视台,https://t.freetv.fun/live/yuan-zhu-min-zu-dian-shi-tai-1.ts,重复URL
[HD]台视,rtmp://f13h.mine.nu/sat/tv071,无效URL（非 http/https/rtsp 开头）
[BD]台视,https://t.freetv.fun/live/tai-shi-1.m3u8,重复URL
[HD]台视,https://t.freetv.fun/live/tai-shi-2.ts,重复URL
[HD]台视,rtmp://f13h.mine.nu:1935/sat/tv071,无效URL（非 http/https/rtsp 开头）
