频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
[BD]channel s music,https://stream1.freetv.fun/34d0d75aa919812ee1cef55b1ef4bcb5e542fd657fb495fc4458d2422eb8ef14.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.376,未分组,h264,1920x1080,25.0,有音频,0.4688,False,False,0.5964,0.013
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8,网络源,,18.435,未分组,h264,720x576,25.0,有音频,0.0,False,False,0.0,0.0
[VGA]Love Nature *a,https://t.freetv.fun/live/love-nature-a.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,2.340,未分组,h264,854x480,25.0,有音频,0.5417,False,False,0.4714,0.0495
20260124 04:19,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001,网络源,,3.605,未分组,h264,1280x720,25.0,有音频,0.4948,False,False,0.4844,0.0156
[HD]人间卫视,https://stream1.freetv.fun/1f63ffacdc4c93b5736f59829aac1fccdf3df1e37bf8ba95c258b6e7d946d8a7.m3u8,网络源,https://epg.pw/media/img/logo/1_164.jpg,3.145,未分组,h264,1280x720,29.97002997002997,有音频,0.5781,False,False,0.5677,0.026
[BD]pursuit channel,https://stream1.freetv.fun/d9da578942b8166b438e5cbbf6bc65f27c05ef9492691ef767a2c58fd03ef164.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,5.781,未分组,h264,1920x1080,29.97002997002997,有音频,0.5208,False,False,0.5547,0.013
[HD]discovery *s,https://t.freetv.fun/live/discovery-s.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/05/large/20230805000246427864_44.png,2.229,未分组,h264,1280x720,29.97002997002997,有音频,0.5312,False,False,0.526,0.0208
[HD]cooking channel,https://t.freetv.fun/live/cooking-channel.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,4.450,未分组,h264,1280x720,29.97002997002997,有音频,0.5,False,False,0.5365,0.026
ã€Œæ–—é±¼ã€ç‹è€…è£è€€ ğŸ™,https://live.iill.top/douyu/1863767,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,6.836,未分组,h264,1920x1080,60.0,有音频,0.5781,False,False,0.5078,0.013
[BD]东森美洲,https://stream1.freetv.fun/7f6cea0fffbe5b725e6295345b6ea1aa5508614dfa242e5add2a36d12cd5d28a.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718005514425865_72.jpg,0.783,未分组,h264,1920x1080,29.97002997002997,有音频,0.5625,False,False,0.5156,0.0052
[BD]好消息2,https://stream1.freetv.fun/03f54910f8ec5b46816b7da0730d84df87a19ef2c9995a9675761dba594318b4.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,9.389,未分组,h264,1920x1080,30.0,有音频,0.5208,False,False,0.5469,0.0052
äº’æ‰‡å·´æŒå¤§èµ›ã€Œå…¶ä»–ã€,https://live.iill.top/huya/20072873,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,12.423,未分组,h264,1920x1080,30.0,有音频,0.526,False,False,0.651,0.0
CCTV1,http://go.bkpcp.top/mg/cctv1,网络源,,2.261,未分组,hevc,1280x720,25.0,有音频,0.5417,False,False,0.5286,0.0234
ã€Œè™ç‰™ã€è‹±é›„è”ç›Ÿ ğŸš,https://live.iill.top/huya/660001,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,3.924,未分组,h264,1920x1080,59.94005994005994,有音频,0.0,False,False,0.0,0.0
[BD]东森超视 34.5,https://stream1.freetv.fun/bf9c66cad412c6594276f125793ff1bf60d1b059f0795f5972b415fa031d4f79.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105657399125_36.png,1.292,未分组,h264,1920x1080,29.97002997002997,有音频,0.5208,False,False,0.4844,0.0312
[BD]影迷數位電影,https://stream1.freetv.fun/d2724220bea1fd6b04717b8f63f4dfbb059aeffe5a97121060962da7a68d396f.m3u8,网络源,https://epg.pw/media/images/channel/2025/08/01/large/20250801024940463178_43.jpeg,6.741,未分组,h264,1920x1080,30.0,无音频,0.5312,False,False,0.6146,0.0
[BD]东森美洲,https://t.freetv.fun/live/dong-sen-mei-zhou-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718005514425865_72.jpg,2.517,未分组,h264,1920x1080,29.97002997002997,有音频,0.5521,False,False,0.5781,0.0208
CCTV-15,http://go.bkpcp.top/mg/cctv15,网络源,CCTV15.png,2.670,未分组,h264,1280x720,25.0,有音频,0.5208,False,False,0.513,0.0599
[BD]台视新闻,https://t.freetv.fun/live/tai-shi-xin-wen-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724094914581648_75.png,0.253,未分组,h264,1920x1080,29.97002997002997,有音频,0.4844,False,False,0.487,0.0078
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8,网络源,,2.651,未分组,h264,720x576,25.0,有音频,0.5208,False,False,0.5703,0.0078
CCTV1,https://migu.188766.xyz/?migutoken=47f47dd31d5a406fee52c83c4b3fce20&id=CCTV1&type=yy,网络源,,0.801,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
ã€Œæ–—é±¼ã€é‡‘é“²é“²ä¹‹æˆ˜,https://live.iill.top/douyu/9715241,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,7.049,未分组,h264,1920x1080,59.94005994005994,有音频,0.5729,False,False,0.5964,0.0078
[BD]pet club tv,https://stream1.freetv.fun/43e3d201d62dd5f1492697364a0f43db2fb76186dcb15b54d340d2fe97e8cc11.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221839864411_20.png,8.262,未分组,h264,1920x1080,25.0,有音频,0.5208,False,False,0.4974,0.0182
CCTV2,http://go.bkpcp.top/mg/cctv2,网络源,,2.183,未分组,h264,1920x1080,25.0,有音频,0.5677,False,False,0.5156,0.0729
CCTV2,https://migu.188766.xyz/?migutoken=dfd11c9cdd8699404be2cf2060ff6a79&id=CCTV2&type=yy,网络源,,0.803,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
[BD]好消息2,https://stream1.freetv.fun/faf0415631baabbc72aa44d8bc864ea8dc8a1aeac10b7c779d019b33081ba62c.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,10.580,未分组,h264,1920x1080,30.0,无音频,0.5104,False,False,0.5859,0.0286
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,0.539,未分组,h264,1280x720,30.0,有音频,0.5729,False,False,0.5833,0.0052
[HD]人间卫视,https://stream1.freetv.fun/4929926b9c0e163d70e9671c7796de6c95216a231f93675002e3f2e0a057c868.m3u8,网络源,https://epg.pw/media/img/logo/1_164.jpg,2.940,未分组,h264,1280x720,29.97002997002997,有音频,0.5469,False,False,0.5286,0.0807
ç¬‘å‚²æ±Ÿæ¹–,http://www.douzhicloud.site:35455/huya/26355790,网络源,ç¬‘å‚²æ±Ÿæ¹–.png,0.796,未分组,h264,720x540,30.0,有音频,0.5625,False,False,0.4297,0.0443
[BD]tennis channel,https://stream1.freetv.fun/e4c9a275fe7d4374bd8de0506456947440655c6afdf72a677343a6dac102b575.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,6.715,未分组,h264,1920x1080,25.0,有音频,0.4792,False,False,0.5365,0.0208
[BD]tvbs精采台,https://t.freetv.fun/live/tvbsjing-cai-tai.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111214029367376_50.png,1.815,未分组,h264,1920x1080,30.0,无音频,0.5104,False,False,0.474,0.026
[BD]視納華仁紀實,https://t.freetv.fun/live/shi-na-hua-ren-ji-shi-9.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814093932687647_39.png,10.213,未分组,h264,1920x1080,30.0,有音频,0.4948,False,False,0.0,0.0
è’é‡æ±‚ç”Ÿã€Œå…¶ä»–ã€,https://live.iill.top/huya/593667,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,11.625,未分组,h264,1280x720,30.0,有音频,0.0,False,False,0.0,0.0
[BD]靖天戏剧,https://t.freetv.fun/live/jing-tian-xi-ju-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211720021890_59.png,10.254,未分组,h264,1920x1080,30.0,有音频,0.0,False,False,0.0,0.0
ã€Œæ–—é±¼ã€ç‹è€…è£è€€ ğŸš,https://live.iill.top/douyu/1984839,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,5.481,未分组,h264,1920x1080,59.94005994005994,有音频,0.474,False,False,0.5807,0.0078
[BD]中視,https://t.freetv.fun/live/zhong-shi-21.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,5.433,未分组,h264,1920x1080,30.0,无音频,0.5,False,False,0.5,0.0469
[BD]采昌影劇,https://t.freetv.fun/live/cai-chang-ying-ju-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803165226227722_22.jpg,9.024,未分组,h264,1920x1080,30.0,有音频,0.5677,False,False,0.3802,0.0
[BD]八大精彩,https://t.freetv.fun/live/ba-da-jing-cai.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718002502772228_50.png,1.773,未分组,h264,1920x1080,30.0,无音频,0.5104,False,False,0.5052,0.0156
[BD]寰宇新聞,https://t.freetv.fun/live/huan-yu-xin-wen.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,2.733,未分组,h264,1920x1080,30.0,无音频,0.5469,False,False,0.5573,0.0312
[VGA]Love Nature *a,https://stream1.freetv.fun/8c214c24e62b88d1feee9421d8b0b8f5acc2ecd923f22cd7492228988feb7b5a.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,2.388,未分组,h264,854x480,25.0,有音频,0.5625,False,False,0.5052,0.0521
[BD]龙华戏剧,https://t.freetv.fun/live/long-hua-xi-ju.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170326264507_47.png,0.712,未分组,h264,1920x1080,30.0,有音频,0.5469,False,False,0.5026,0.0339
[BD]采昌影劇,https://stream1.freetv.fun/d210db35af5149c2111bc2b9de94bab9cc04aa6dcfb4919f4400da1373fb5b5c.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803165226227722_22.jpg,5.618,未分组,h264,1920x1080,30.0,无音频,0.4375,False,False,0.5104,0.0
[BD]go-tv channel,https://stream1.freetv.fun/e3991dd17f7c761e368cf4d14dd6d08307f80f526be1a1b035ad4e9f51f460eb.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.291,未分组,h264,1920x1080,25.0,有音频,0.4844,False,False,0.5495,0.0078
[BD]镜新闻,https://stream1.freetv.fun/0a7c84c40ea7b310b9886e6c708068403f8fcd0d550d04c3a2e9e95ae394eaa1.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605011449264065_58.jpg,1.807,未分组,h264,1920x1080,30.0,有音频,0.5677,False,False,0.5365,0.0521
[HD]food network *s,https://t.freetv.fun/live/food-network-s.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,3.496,未分组,h264,1920x1080,59.94005994005994,有音频,0.5625,False,False,0.5651,0.0234
[BD]公視戲劇,https://stream1.freetv.fun/d40d4c8597d3af2f1da72ce76f4aeb2f682807c2c03997a5620d394340415c52.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111204548266167_97.png,8.061,未分组,h264,1920x1080,30.0,有音频,0.5781,False,False,0.4635,0.0
[HD]asharq discovery,https://t.freetv.fun/live/asharq-discovery.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/05/large/20230805000246427864_44.png,9.839,未分组,h264,426x240,25.0,有音频,0.6146,False,False,0.4974,0.0339
[BD]discovery,https://t.freetv.fun/live/discovery.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/05/large/20230805000246427864_44.png,2.370,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.5781,0.0729
[BD]八大綜藝,https://t.freetv.fun/live/ba-da-zong-yi-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207033636715896_75.png,1.869,未分组,h264,1920x1080,30.0,无音频,0.526,False,False,0.4714,0.0286
[BD]好消息,https://t.freetv.fun/live/hao-xiao-xi-16.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210954040708_43.jpg,11.912,未分组,h264,1920x1080,30.0,有音频,0.5469,False,False,0.5078,0.0182
[HD]時尚運動x,https://t.freetv.fun/live/shi-shang-yun-dong-x-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222534937410_51.png,3.993,未分组,h264,1280x720,30.0,有音频,0.5365,False,False,0.4974,0.0286
[HD]qmusic,https://t.freetv.fun/live/qmusic-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318090457244729_96.png,9.755,未分组,h264,412x232,25.0,有音频,0.4948,False,False,0.5052,0.0052
[BD]tvbs精采台,https://stream1.freetv.fun/cb5f9565b688e2335a2e696e9ea7429c930bbe2f429e3bd4926c9f731dfd784f.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111214029367376_50.png,1.708,未分组,h264,1920x1080,30.0,无音频,0.5156,False,False,0.5833,0.0156
é‡è¡Œè€…ã€Œå…¶ä»–ã€,https://live.iill.top/huya/20072663,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,15.478,未分组,h264,1920x1080,30.0,有音频,0.5938,False,False,0.474,0.026
[HD]qmusic,https://stream1.freetv.fun/dc826f4205fd7fa5b2cba62e85aecd6f9665b7947aec9b26bfed682a9b741494.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318090457244729_96.png,4.597,未分组,h264,412x232,25.0,有音频,0.526,False,False,0.5182,0.0182
[BD]纬来体育,https://t.freetv.fun/live/wei-lai-ti-yu-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105618864183_26.png,0.727,未分组,h264,1920x1080,29.0,有音频,0.5729,False,False,0.5469,0.0469
[HD]國會 2[geo-blocked],https://stream1.freetv.fun/63206fe434afcb684f00ac9f6fb1275b50f575403290e1e904bc182c4d3c7af3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,3.329,未分组,h264,1280x720,30.0,有音频,0.5833,False,False,0.5781,0.0417
[BD]bbc earth,https://t.freetv.fun/live/bbc-earth.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/17/large/20230717234812634336_85.jpg,8.145,未分组,h264,426x240,29.97002997002997,有音频,0.4948,False,False,0.5443,0.013
[SD]hollywood,https://stream1.freetv.fun/4f1224450a344f842cfe4c403593b22a393dc6791e6f469e45c1a24365d08bf5.ctv,网络源,https://epg.pw/media/images/channel/2023/03/05/large/20230305234858603161_67.png,8.826,未分组,h264,720x576,25.0,有音频,0.5573,False,False,0.5417,0.026
CCTV3,http://112.132.10.54:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.846,未分组,mpeg2video,720x576,25.0,有音频,0.5052,False,False,0.4479,0.0104
[HD]channel 11,https://t.freetv.fun/live/channel-11-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.686,未分组,h264,1280x720,25.0,有音频,0.5365,False,False,0.5078,0.0078
[BD]中視[geo-blocked],https://stream1.freetv.fun/e4c5c3e4d3ab3d5ec0d83861f2910ce696e75b4dad7105dd1d4c29e8fec26af6.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,4.136,未分组,h264,1920x1080,30.0,有音频,0.5625,False,False,0.4167,0.0
[HD]時尚運動x,https://stream1.freetv.fun/e47ca076181b34d13b4d8ac394b5d9ff3199cdf1961595e8326f023313a2b742.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222534937410_51.png,4.575,未分组,h264,1280x720,30.0,有音频,0.5104,False,False,0.4974,0.0495
[BD]民視第一,https://t.freetv.fun/live/min-shi-di-yi.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,1.565,未分组,h264,1920x1080,30.0,无音频,0.4792,False,False,0.5677,0.026
[BD]台視新聞,https://stream1.freetv.fun/ffa3a8fc52b4834c300b3587a667310b5eb8a46d000498709791be4bd1799514.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,1.590,未分组,h264,1920x1080,29.97002997002997,有音频,0.5104,False,False,0.5625,0.0365
[BD]kartoon channel,https://stream1.freetv.fun/f086d933d61166b176cb0a1f7f5253865c71a770a0d0e9c1e33dfde86f901aad.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,7.282,未分组,h264,1920x1080,25.0,有音频,0.5156,False,False,0.5443,0.0495
[BD]好消息,https://t.freetv.fun/live/hao-xiao-xi-19.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210954040708_43.jpg,9.873,未分组,h264,1920x1080,30.0,有音频,0.5104,False,False,0.5391,0.013
[HD]delta tv,https://t.freetv.fun/live/delta-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125055529748409_19.png,2.060,未分组,h264,1280x720,25.0,有音频,0.5417,False,False,0.4505,0.0026
[BD]靖天歡樂,https://t.freetv.fun/live/jing-tian-huan-le-10.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211755214321_72.png,8.964,未分组,h264,1920x1080,30.0,有音频,0.5312,False,False,0.5156,0.0
[HD]desi channel,https://stream1.freetv.fun/e557f6b665c1fc4b11d764d490a8c736997028c84c69d33ed40c800150de6736.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.240,未分组,h264,1280x720,29.97002997002997,有音频,0.5156,False,False,0.4609,0.0026
[BD]靖天歡樂,https://t.freetv.fun/live/jing-tian-huan-le-11.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211755214321_72.png,8.562,未分组,h264,1920x1080,30.0,无音频,0.5312,False,False,0.4896,0.0
[HD]時尚運動x,https://t.freetv.fun/live/shi-shang-yun-dong-x-10.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222534937410_51.png,2.842,未分组,h264,1280x720,30.0,无音频,0.5781,False,False,0.5885,0.026
[BD]華視新聞[geo-blocked],https://stream1.freetv.fun/e159b93114a44d525a361167a5d74a614b6cc976f88913dcb6613aaac886dd67.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/05/08/20170508123606517919_39.png,10.510,未分组,h264,1920x1080,29.97002997002997,有音频,0.4844,False,False,0.6146,0.0521
[HD]人间卫视,https://stream1.freetv.fun/5b84e533cb668769468a8f5dbc6fe5cd1cb13b02fed0c7ca665de291f59d7cee.ctv,网络源,https://epg.pw/media/img/logo/1_164.jpg,4.940,未分组,h264,1280x720,29.97002997002997,有音频,0.5417,False,False,0.6224,0.0078
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8,网络源,,4.585,未分组,h264,1920x1080,50.0,有音频,0.5417,False,False,0.4714,0.013
[BD]discovery,https://t.freetv.fun/live/discovery-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/05/large/20230805000246427864_44.png,14.389,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.5964,0.0964
ã€Œè™ç‰™ã€DOTA2,https://live.iill.top/huya/660118,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,11.227,未分组,h264,1920x1080,59.94005994005994,有音频,0.5469,False,False,0.5781,0.0521
